,pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,home.dest
919,3,0,0,18.5,0,0,417,7.2292,0,1,0,0
920,3,0,0,0.0,0,0,384,7.75,0,2,0,0
921,3,0,0,0.0,0,0,677,7.25,0,3,25,0
922,3,1,1,0.0,0,0,426,7.75,0,2,1,0
923,3,1,1,0.0,0,0,409,7.75,0,2,6,0
924,3,0,0,34.5,0,0,377,7.8292,0,2,0,0
925,3,0,0,44.0,0,0,904,8.05,0,3,0,0
926,3,1,0,0.0,0,0,779,7.75,0,2,0,0
927,3,0,0,0.0,1,0,380,14.4542,0,1,0,0
928,3,0,1,0.0,1,0,380,14.4542,0,1,0,0
929,3,0,0,0.0,1,0,796,7.75,0,2,0,0
930,3,0,0,0.0,1,0,294,7.75,0,2,0,0
931,3,0,0,0.0,0,0,277,7.7375,0,2,0,0
932,3,0,1,22.0,2,0,609,8.6625,0,3,0,0
933,3,0,0,26.0,2,0,438,8.6625,0,3,0,0
934,3,1,1,4.0,0,2,584,22.025,0,3,18,0
935,3,1,0,29.0,3,1,584,22.025,0,3,18,0
936,3,1,1,26.0,1,1,584,22.025,0,3,18,0
937,3,0,1,1.0,1,1,2,12.1833,0,3,0,0
938,3,0,0,18.0,1,1,733,7.8542,0,3,0,0
939,3,0,1,36.0,0,2,2,12.1833,0,3,0,0
940,3,0,0,0.0,0,0,318,7.8958,0,1,0,0
941,3,1,0,25.0,0,0,505,7.2292,77,1,17,0
942,3,0,0,0.0,0,0,793,7.225,0,1,0,0
943,3,0,1,37.0,0,0,322,9.5875,0,3,0,0
944,3,0,0,0.0,0,0,116,7.8958,0,3,0,0
945,3,1,0,0.0,0,0,553,56.4958,0,3,7,0
946,3,0,0,0.0,0,0,553,56.4958,0,3,0,0
947,3,1,1,22.0,0,0,791,7.25,0,3,11,0
948,3,0,0,0.0,0,0,244,7.75,0,2,0,0
949,3,1,0,26.0,0,0,553,56.4958,0,3,2,0
950,3,0,0,29.0,0,0,337,9.4833,0,3,0,0
951,3,0,0,29.0,0,0,402,7.775,0,3,0,0
952,3,0,0,22.0,0,0,718,7.775,0,3,0,0
953,3,1,0,22.0,0,0,341,7.225,0,1,19,0
954,3,0,0,0.0,3,1,63,25.4667,0,3,0,0
955,3,0,1,0.0,3,1,63,25.4667,0,3,0,0
956,3,0,1,0.0,3,1,63,25.4667,0,3,0,0
957,3,0,1,0.0,3,1,63,25.4667,0,3,0,0
958,3,0,1,0.0,0,4,63,25.4667,0,3,0,0
959,3,0,0,32.0,0,0,776,7.925,0,3,0,0
960,3,0,0,34.5,0,0,363,6.4375,0,1,0,0
961,3,0,1,0.0,1,0,330,15.5,0,2,0,0
962,3,0,0,0.0,1,0,330,15.5,0,2,0,0
963,3,0,0,36.0,0,0,532,0.0,0,3,0,0
964,3,0,0,39.0,0,0,890,24.15,0,3,0,0
965,3,0,0,24.0,0,0,905,9.5,0,3,0,0
966,3,0,1,25.0,0,0,142,7.775,0,3,0,0
967,3,0,1,45.0,0,0,548,7.75,0,3,0,0
968,3,0,0,36.0,1,0,190,15.55,0,3,25,0
969,3,0,1,30.0,1,0,190,15.55,0,3,25,0
970,3,1,0,20.0,1,0,37,7.925,0,3,3,0
971,3,0,0,0.0,0,0,121,7.8792,0,2,0,0
972,3,0,0,28.0,0,0,553,56.4958,0,3,0,0
973,3,0,0,0.0,0,0,710,7.55,0,3,0,0
974,3,0,0,30.0,1,0,138,16.1,0,3,0,0
975,3,0,1,26.0,1,0,138,16.1,0,3,0,0
976,3,0,0,0.0,0,0,729,7.8792,0,3,0,0
977,3,0,0,20.5,0,0,666,7.25,0,3,0,0
978,3,1,0,27.0,0,0,492,8.6625,0,3,3,0
979,3,0,0,51.0,0,0,486,7.0542,0,3,0,0
980,3,1,1,23.0,0,0,499,7.8542,0,3,17,0
981,3,1,0,32.0,0,0,152,7.5792,0,3,3,0
982,3,0,0,0.0,0,0,233,7.8958,0,3,0,0
983,3,0,0,0.0,0,0,671,7.55,0,3,0,0
984,3,1,1,0.0,0,0,619,7.75,0,2,3,0
985,3,1,0,24.0,0,0,373,7.1417,0,3,11,0
986,3,0,0,22.0,0,0,267,7.125,0,3,0,0
987,3,0,1,0.0,0,0,342,7.8792,0,2,0,0
988,3,0,0,0.0,0,0,145,7.75,0,2,0,0
989,3,0,0,0.0,0,0,909,8.05,0,3,0,0
990,3,0,0,29.0,0,0,424,7.925,0,3,0,0
991,3,1,0,0.0,0,0,286,7.2292,0,1,3,0
992,3,0,1,30.5,0,0,370,7.75,0,2,0,0
993,3,1,1,0.0,0,0,425,7.7375,0,2,1,0
994,3,0,0,0.0,0,0,702,7.2292,68,1,0,0
995,3,0,0,35.0,0,0,672,7.8958,0,1,0,0
996,3,0,0,33.0,0,0,221,7.8958,0,3,0,0
997,3,1,1,0.0,0,0,208,7.225,0,1,7,0
998,3,0,0,0.0,0,0,496,7.8958,0,1,0,0
999,3,1,1,0.0,0,0,255,7.75,0,2,26,0
1000,3,1,0,0.0,0,0,586,7.75,0,2,0,0
1001,3,1,1,0.0,2,0,302,23.25,0,2,1,0
1002,3,1,1,0.0,2,0,302,23.25,0,2,1,0
1003,3,1,0,0.0,2,0,302,23.25,0,2,1,0
1004,3,1,1,0.0,0,0,147,7.7875,0,2,11,0
1005,3,0,0,0.0,0,0,787,15.5,0,2,0,0
1006,3,1,1,0.0,0,0,524,7.8792,0,2,11,0
1007,3,1,1,15.0,0,0,569,8.0292,0,2,0,0
1008,3,0,1,35.0,0,0,735,7.75,0,2,0,0
1009,3,0,0,0.0,0,0,209,7.75,0,2,0,0
1010,3,0,0,24.0,1,0,343,16.1,0,3,0,0
1011,3,0,1,19.0,1,0,343,16.1,0,3,0,0
1012,3,0,1,0.0,0,0,354,7.75,0,2,0,0
1013,3,0,1,0.0,0,0,856,8.05,0,3,0,0
1014,3,0,1,0.0,0,0,812,8.05,0,3,0,0
1015,3,0,0,55.5,0,0,163,8.05,0,3,0,0
1016,3,0,0,0.0,0,0,276,7.75,0,2,0,0
1017,3,1,0,21.0,0,0,703,7.775,0,3,3,0
1018,3,0,0,0.0,0,0,398,8.05,0,3,0,0
1019,3,0,0,24.0,0,0,924,7.8958,0,3,0,0
1020,3,0,0,21.0,0,0,38,7.8958,0,3,0,0
1021,3,0,0,28.0,0,0,119,7.8958,0,3,0,0
1022,3,0,0,0.0,0,0,148,7.8958,0,3,0,0
1023,3,1,1,0.0,0,0,875,7.8792,0,2,1,0
1024,3,0,0,25.0,0,0,16,7.65,185,3,0,0
1025,3,1,0,6.0,0,1,772,12.475,48,3,2,0
1026,3,1,1,27.0,0,1,772,12.475,48,3,2,0
1027,3,0,0,0.0,0,0,599,8.05,0,3,0,0
1028,3,1,1,0.0,1,0,117,24.15,0,2,1,0
1029,3,0,0,0.0,1,0,117,24.15,0,2,0,0
1030,3,0,0,0.0,0,0,881,8.4583,0,2,0,0
1031,3,0,0,34.0,0,0,488,8.05,0,3,0,0
1032,3,0,0,0.0,0,0,681,7.75,0,2,0,0
1033,3,1,0,0.0,0,0,404,7.775,0,3,12,0
1034,3,1,0,0.0,1,1,629,15.2458,0,1,7,0
1035,3,1,0,0.0,1,1,629,15.2458,0,1,7,0
1036,3,1,1,0.0,0,2,629,15.2458,0,1,7,0
1037,3,1,1,0.0,0,0,688,7.2292,0,1,0,0
1038,3,0,0,0.0,0,0,331,8.05,0,3,0,0
1039,3,1,1,0.0,0,0,319,7.7333,0,2,1,0
1040,3,1,1,24.0,0,0,801,7.75,0,2,3,0
1041,3,0,0,0.0,0,0,915,8.05,0,3,0,0
1042,3,1,1,0.0,1,0,47,15.5,0,2,1,0
1043,3,1,1,0.0,1,0,47,15.5,0,2,1,0
1044,3,1,1,0.0,0,0,787,15.5,0,2,1,0
1045,3,0,0,18.0,0,0,177,7.75,0,3,0,0
1046,3,0,0,22.0,0,0,814,7.8958,0,3,0,0
1047,3,1,1,15.0,0,0,399,7.225,0,1,7,0
1048,3,1,1,1.0,0,2,427,15.7417,0,1,7,0
1049,3,1,0,20.0,1,1,427,15.7417,0,1,7,0
1050,3,1,1,19.0,1,1,427,15.7417,0,1,7,0
1051,3,0,0,33.0,0,0,494,8.05,0,3,0,0
1052,3,0,0,0.0,0,0,462,7.8958,0,3,0,0
1053,3,0,0,0.0,0,0,229,7.2292,0,1,0,0
1054,3,0,1,0.0,0,0,344,7.75,0,2,0,0
1055,3,0,0,0.0,0,0,55,7.8958,0,3,0,0
1056,3,1,0,12.0,1,0,444,11.2417,0,1,7,0
1057,3,1,1,14.0,1,0,444,11.2417,0,1,7,0
1058,3,0,1,29.0,0,0,766,7.925,0,3,0,0
1059,3,0,0,28.0,0,0,607,8.05,0,3,0,0
1060,3,1,1,18.0,0,0,440,7.775,0,3,6,0
1061,3,1,1,26.0,0,0,265,7.8542,0,3,11,0
1062,3,0,0,21.0,0,0,559,7.8542,0,3,0,0
1063,3,0,0,41.0,0,0,80,7.125,0,3,0,275
1064,3,1,0,39.0,0,0,184,7.925,0,3,8,0
1065,3,0,0,21.0,0,0,497,7.8,0,3,0,0
1066,3,0,0,28.5,0,0,166,7.2292,0,1,0,0
1067,3,1,1,22.0,0,0,899,7.75,0,3,11,0
1068,3,0,0,61.0,0,0,574,6.2375,0,3,0,0
1069,3,0,0,0.0,1,0,564,15.5,0,2,0,0
1070,3,0,0,0.0,0,0,711,7.8292,0,2,0,0
1071,3,1,1,0.0,1,0,564,15.5,0,2,0,0
1072,3,0,0,0.0,0,0,66,7.7333,0,2,0,0
1073,3,0,0,0.0,0,0,510,7.75,0,2,0,0
1074,3,0,0,0.0,0,0,12,7.75,0,2,0,0
1075,3,0,0,23.0,0,0,352,9.225,0,3,0,0
1076,3,0,1,0.0,0,0,637,7.75,0,2,0,0
1077,3,1,1,0.0,0,0,595,7.75,0,2,6,0
1078,3,1,1,0.0,0,0,458,7.8792,0,2,0,0
1079,3,1,1,22.0,0,0,6,7.775,0,3,7,0
1080,3,1,0,0.0,0,0,362,7.75,0,2,12,0
1081,3,1,1,0.0,0,0,143,7.8292,0,2,11,0
1082,3,1,0,9.0,0,1,150,3.1708,0,3,11,0
1083,3,0,0,28.0,0,0,433,22.525,0,3,0,0
1084,3,0,0,42.0,0,1,172,8.4042,0,3,0,0
1085,3,0,0,0.0,0,0,897,7.3125,0,3,0,0
1086,3,0,1,31.0,0,0,441,7.8542,0,3,0,0
1087,3,0,0,28.0,0,0,305,7.8542,0,3,0,0
1088,3,1,0,32.0,0,0,755,7.775,0,3,25,0
1089,3,0,0,20.0,0,0,714,9.225,0,3,0,37
1090,3,0,1,23.0,0,0,91,8.6625,0,3,0,0
1091,3,0,1,20.0,0,0,130,8.6625,0,3,0,0
1092,3,0,0,20.0,0,0,731,8.6625,0,3,0,0
1093,3,0,0,16.0,0,0,212,9.2167,0,3,0,0
1094,3,1,1,31.0,0,0,876,8.6833,0,3,0,0
1095,3,0,1,0.0,0,0,596,7.6292,0,2,0,0
1096,3,0,0,2.0,3,1,476,21.075,0,3,0,0
1097,3,0,0,6.0,3,1,476,21.075,0,3,0,0
1098,3,0,1,3.0,3,1,476,21.075,0,3,0,0
1099,3,0,1,8.0,3,1,476,21.075,0,3,0,0
1100,3,0,1,29.0,0,4,476,21.075,0,3,0,0
1101,3,0,0,1.0,4,1,429,39.6875,0,3,0,0
1102,3,0,0,7.0,4,1,429,39.6875,0,3,0,0
1103,3,0,0,2.0,4,1,429,39.6875,0,3,0,0
1104,3,0,0,16.0,4,1,429,39.6875,0,3,0,0
1105,3,0,0,14.0,4,1,429,39.6875,0,3,0,0
1106,3,0,1,41.0,0,5,429,39.6875,0,3,0,0
1107,3,0,0,21.0,0,0,282,8.6625,0,3,0,0
1108,3,0,0,19.0,0,0,160,14.5,0,3,0,0
1109,3,0,0,0.0,0,0,170,8.7125,0,1,0,0
1110,3,0,0,32.0,0,0,822,7.8958,0,3,0,0
1111,3,0,0,0.75,1,1,680,13.775,0,3,0,0
1112,3,0,1,3.0,1,1,680,13.775,0,3,0,0
1113,3,0,1,26.0,0,2,680,13.775,0,3,0,0
1114,3,0,0,0.0,0,0,901,7.0,0,3,0,0
1115,3,0,0,0.0,0,0,853,7.775,0,3,0,0
1116,3,0,0,0.0,0,0,222,8.05,0,3,0,0
1117,3,0,0,21.0,0,0,231,7.925,0,3,0,0
1118,3,0,0,25.0,0,0,353,7.925,0,3,0,0
1119,3,0,0,22.0,0,0,798,7.25,0,3,0,0
1120,3,1,0,25.0,1,0,537,7.775,0,3,3,0
1121,3,1,0,0.0,1,1,878,22.3583,0,1,7,0
1122,3,1,1,0.0,1,1,878,22.3583,36,1,6,0
1123,3,1,1,0.0,0,2,878,22.3583,0,1,6,0
1124,3,0,1,0.0,0,0,123,8.1375,0,2,0,0
1125,3,0,0,24.0,0,0,474,8.05,0,3,0,0
1126,3,0,1,28.0,0,0,521,7.8958,0,3,0,0
1127,3,0,0,19.0,0,0,321,7.8958,0,3,0,0
1128,3,0,0,0.0,0,0,97,7.8958,0,3,0,0
1129,3,0,0,25.0,1,0,926,7.775,0,3,0,0
1130,3,0,1,18.0,0,0,326,7.775,0,3,0,0
1131,3,1,0,32.0,0,0,716,8.05,153,3,8,0
1132,3,0,0,0.0,0,0,98,7.8958,0,3,0,0
1133,3,0,0,17.0,0,0,538,8.6625,0,3,0,0
1134,3,0,0,24.0,0,0,207,8.6625,0,3,0,0
1135,3,0,0,0.0,0,0,900,7.8958,0,3,0,0
1136,3,0,1,0.0,0,0,81,8.1125,0,3,0,0
1137,3,0,0,0.0,0,0,502,7.2292,0,1,0,0
1138,3,0,0,0.0,0,0,485,7.25,0,3,0,0
1139,3,0,0,38.0,0,0,869,7.8958,0,3,0,0
1140,3,0,0,21.0,0,0,253,8.05,0,3,0,0
1141,3,0,0,10.0,4,1,682,29.125,0,2,0,0
1142,3,0,0,4.0,4,1,682,29.125,0,2,0,0
1143,3,0,0,7.0,4,1,682,29.125,0,2,0,0
1144,3,0,0,2.0,4,1,682,29.125,0,2,0,0
1145,3,0,0,8.0,4,1,682,29.125,0,2,0,0
1146,3,0,1,39.0,0,5,682,29.125,0,2,0,0
1147,3,0,1,22.0,0,0,429,39.6875,0,3,0,0
1148,3,0,0,35.0,0,0,807,7.125,0,3,0,0
1149,3,1,1,0.0,0,0,30,7.7208,0,2,11,0
1150,3,0,0,0.0,0,0,213,14.5,0,3,0,0
1151,3,0,1,0.0,0,0,213,14.5,0,3,0,0
1152,3,0,0,50.0,1,0,536,14.5,0,3,0,0
1153,3,0,1,47.0,1,0,536,14.5,0,3,0,0
1154,3,0,0,0.0,0,0,393,8.05,0,3,0,0
1155,3,0,0,0.0,0,0,578,7.775,0,3,0,0
1156,3,0,1,2.0,1,1,780,20.2125,0,3,0,0
1157,3,0,0,18.0,1,1,780,20.2125,0,3,0,0
1158,3,0,1,41.0,0,2,780,20.2125,0,3,0,0
1159,3,1,1,0.0,0,0,571,8.05,0,3,7,0
1160,3,0,0,50.0,0,0,156,8.05,0,3,0,0
1161,3,0,0,16.0,0,0,23,8.05,0,3,0,0
1162,3,1,0,0.0,0,0,852,7.75,0,2,2,0
1163,3,0,0,0.0,0,0,117,24.15,0,2,0,0
1164,3,0,0,0.0,0,0,371,7.2292,0,1,0,0
1165,3,0,0,25.0,0,0,48,7.225,0,1,0,0
1166,3,0,0,0.0,0,0,685,7.225,0,1,0,0
1167,3,0,0,0.0,0,0,33,7.7292,0,2,0,0
1168,3,0,0,0.0,0,0,196,7.575,0,3,0,0
1169,3,0,0,38.5,0,0,292,7.25,0,3,0,0
1170,3,0,0,0.0,8,2,554,69.55,0,3,0,0
1171,3,0,0,14.5,8,2,554,69.55,0,3,0,0
1172,3,0,1,0.0,8,2,554,69.55,0,3,0,0
1173,3,0,1,0.0,8,2,554,69.55,0,3,0,0
1174,3,0,1,0.0,8,2,554,69.55,0,3,0,0
1175,3,0,1,0.0,8,2,554,69.55,0,3,0,0
1176,3,0,0,0.0,8,2,554,69.55,0,3,0,0
1177,3,0,0,0.0,8,2,554,69.55,0,3,0,0
1178,3,0,0,0.0,8,2,554,69.55,0,3,0,0
1179,3,0,0,0.0,1,9,554,69.55,0,3,0,0
1180,3,0,1,0.0,1,9,554,69.55,0,3,0,0
1181,3,0,0,24.0,0,0,683,9.325,0,3,0,0
1182,3,1,1,21.0,0,0,821,7.65,0,3,7,0
1183,3,0,0,39.0,0,0,416,7.925,0,3,0,0
1184,3,0,0,0.0,2,0,638,21.6792,0,1,0,0
1185,3,0,0,0.0,2,0,638,21.6792,0,1,0,0
1186,3,0,0,0.0,2,0,638,21.6792,0,1,0,0
1187,3,1,1,1.0,1,1,228,16.7,152,3,11,0
1188,3,1,1,24.0,0,2,228,16.7,152,3,11,0
1189,3,1,1,4.0,1,1,228,16.7,152,3,11,0
1190,3,1,0,25.0,0,0,171,9.5,0,3,21,0
1191,3,0,0,20.0,0,0,159,8.05,0,3,0,0
1192,3,0,0,24.5,0,0,848,8.05,0,3,0,0
1193,3,0,0,0.0,0,0,230,7.725,0,2,0,0
1194,3,0,0,0.0,0,0,436,7.8958,0,3,0,0
1195,3,0,0,0.0,0,0,782,7.75,0,2,0,0
1196,3,1,0,29.0,0,0,828,9.5,0,3,21,0
1197,3,0,0,0.0,0,0,216,15.1,0,3,0,0
1198,3,1,1,0.0,0,0,643,7.7792,0,2,0,0
1199,3,0,0,0.0,0,0,908,8.05,0,3,0,0
1200,3,0,0,0.0,0,0,872,8.05,0,3,0,0
1201,3,0,0,22.0,0,0,557,7.2292,0,1,0,0
1202,3,0,0,0.0,0,0,621,8.05,0,3,0,0
1203,3,0,0,40.0,0,0,777,7.8958,0,3,0,0
1204,3,0,0,21.0,0,0,306,7.925,0,3,0,0
1205,3,1,1,18.0,0,0,665,7.4958,0,3,1,0
1206,3,0,0,4.0,3,2,870,27.9,0,3,0,0
1207,3,0,0,10.0,3,2,870,27.9,0,3,0,0
1208,3,0,1,9.0,3,2,870,27.9,0,3,0,0
1209,3,0,1,2.0,3,2,870,27.9,0,3,0,0
1210,3,0,0,40.0,1,4,870,27.9,0,3,0,0
1211,3,0,1,45.0,1,4,870,27.9,0,3,0,0
1212,3,0,0,0.0,0,0,223,7.8958,0,3,0,0
1213,3,0,0,0.0,0,0,182,8.05,0,3,0,0
1214,3,0,0,0.0,0,0,577,8.6625,0,3,0,0
1215,3,0,0,0.0,0,0,324,7.75,0,2,0,0
1216,3,1,1,0.0,0,0,390,7.7333,0,2,11,0
1217,3,0,0,19.0,0,0,149,7.65,185,3,0,0
1218,3,0,0,30.0,0,0,7,8.05,0,3,0,0
1219,3,0,0,0.0,0,0,446,8.05,0,3,0,0
1220,3,0,0,32.0,0,0,654,8.05,0,3,0,0
1221,3,0,0,0.0,0,0,317,7.8958,0,3,0,0
1222,3,0,0,33.0,0,0,906,8.6625,0,1,0,0
1223,3,1,1,23.0,0,0,579,7.55,0,3,7,0
1224,3,0,0,21.0,0,0,135,8.05,0,3,0,0
1225,3,0,0,60.5,0,0,514,0.0,0,3,0,0
1226,3,0,0,19.0,0,0,430,7.8958,0,3,0,0
1227,3,0,1,22.0,0,0,151,9.8375,0,3,0,0
1228,3,1,0,31.0,0,0,201,7.925,0,3,8,0
1229,3,0,0,27.0,0,0,547,8.6625,0,3,0,0
1230,3,0,1,2.0,0,1,378,10.4625,152,3,0,0
1231,3,0,1,29.0,1,1,378,10.4625,152,3,0,0
1232,3,1,0,16.0,0,0,469,8.05,0,3,12,0
1233,3,1,0,44.0,0,0,77,7.925,0,3,3,0
1234,3,0,0,25.0,0,0,450,7.05,0,3,0,0
1235,3,0,0,74.0,0,0,503,7.775,0,3,0,0
1236,3,1,0,14.0,0,0,697,9.225,0,3,11,0
1237,3,0,0,24.0,0,0,493,7.7958,0,3,0,0
1238,3,1,0,25.0,0,0,740,7.7958,0,3,9,0
1239,3,0,0,34.0,0,0,68,8.05,0,3,0,0
1240,3,1,0,0.4167,0,1,799,8.5167,0,1,1,0
1241,3,0,0,0.0,1,0,136,6.4375,0,1,0,0
1242,3,0,0,0.0,0,0,523,6.4375,0,1,0,0
1243,3,0,0,0.0,0,0,39,7.225,0,1,0,0
1244,3,1,1,16.0,1,1,799,8.5167,0,1,2,0
1245,3,0,0,0.0,0,0,101,8.05,0,3,0,0
1246,3,0,0,0.0,1,0,858,16.1,0,3,0,0
1247,3,1,1,0.0,1,0,858,16.1,0,3,17,0
1248,3,0,0,32.0,0,0,268,7.925,0,3,0,0
1249,3,0,0,0.0,0,0,722,7.75,186,2,0,0
1250,3,0,0,0.0,0,0,167,7.8958,0,3,0,0
1251,3,0,0,30.5,0,0,838,8.05,0,3,0,0
1252,3,0,0,44.0,0,0,275,8.05,0,3,0,0
1253,3,0,0,0.0,0,0,270,7.2292,0,1,0,0
1254,3,1,0,25.0,0,0,532,0.0,0,3,3,0
1255,3,0,0,0.0,0,0,687,7.2292,0,1,0,0
1256,3,1,0,7.0,1,1,879,15.2458,0,1,7,0
1257,3,1,1,9.0,1,1,879,15.2458,0,1,7,0
1258,3,1,1,29.0,0,2,879,15.2458,0,1,7,0
1259,3,0,0,36.0,0,0,205,7.8958,0,3,0,0
1260,3,1,1,18.0,0,0,203,9.8417,0,3,3,0
1261,3,1,1,63.0,0,0,839,9.5875,0,3,3,0
1262,3,0,0,0.0,1,1,694,14.5,0,3,0,0
1263,3,0,0,11.5,1,1,694,14.5,0,3,0,0
1264,3,0,0,40.5,0,2,694,14.5,0,3,0,0
1265,3,0,1,10.0,0,2,728,24.15,0,3,0,0
1266,3,0,0,36.0,1,1,728,24.15,0,3,0,0
1267,3,0,1,30.0,1,1,728,24.15,0,3,0,0
1268,3,0,0,0.0,0,0,690,9.5,0,3,0,0
1269,3,0,0,33.0,0,0,674,9.5,0,3,0,0
1270,3,0,0,28.0,0,0,764,9.5,0,3,0,0
1271,3,0,0,28.0,0,0,110,9.5,0,3,0,0
1272,3,0,0,47.0,0,0,431,9.0,0,3,0,0
1273,3,0,1,18.0,2,0,206,18.0,0,3,0,0
1274,3,0,0,31.0,3,0,308,18.0,0,3,0,0
1275,3,0,0,16.0,2,0,206,18.0,0,3,0,0
1276,3,0,1,31.0,1,0,308,18.0,0,3,0,0
1277,3,1,0,22.0,0,0,650,7.225,0,1,9,0
1278,3,0,0,20.0,0,0,568,7.8542,0,3,0,0
1279,3,0,1,14.0,0,0,608,7.8542,0,3,0,0
1280,3,0,0,22.0,0,0,315,7.8958,0,3,0,0
1281,3,0,0,22.0,0,0,325,9.0,0,3,0,269
1282,3,0,0,0.0,0,0,82,8.05,0,3,0,0
1283,3,0,0,0.0,0,0,849,7.55,0,3,0,0
1284,3,0,0,0.0,0,0,891,8.05,0,3,0,0
1285,3,0,0,32.5,0,0,550,9.5,0,3,0,0
1286,3,1,1,38.0,0,0,257,7.2292,0,1,7,0
1287,3,0,0,51.0,0,0,407,7.75,0,3,0,0
1288,3,0,0,18.0,1,0,709,6.4958,0,3,0,0
1289,3,0,0,21.0,1,0,921,6.4958,0,3,0,0
1290,3,1,1,47.0,1,0,176,7.0,0,3,0,0
1291,3,0,0,0.0,0,0,383,8.7125,0,3,0,0
1292,3,0,0,0.0,0,0,158,7.55,0,3,0,0
1293,3,0,0,0.0,0,0,526,8.05,0,3,0,0
1294,3,0,0,28.5,0,0,181,16.1,0,3,0,0
1295,3,0,0,21.0,0,0,765,7.25,0,3,0,0
1296,3,0,0,27.0,0,0,345,8.6625,0,3,0,0
1297,3,0,0,0.0,0,0,74,7.25,0,3,0,0
1298,3,0,0,36.0,0,0,332,9.5,0,3,0,0
1299,3,0,0,27.0,1,0,290,14.4542,0,1,7,0
1300,3,1,1,15.0,1,0,290,14.4542,0,1,0,0
1301,3,0,0,45.5,0,0,829,7.225,0,1,0,0
1302,3,0,0,0.0,0,0,610,7.225,0,1,0,0
1303,3,0,0,0.0,0,0,432,14.4583,0,1,0,0
1304,3,0,1,14.5,1,0,500,14.4542,0,1,0,0
1305,3,0,1,0.0,1,0,500,14.4542,0,1,0,0
1306,3,0,0,26.5,0,0,346,7.225,0,1,0,0
1307,3,0,0,27.0,0,0,539,7.225,0,1,0,0
1308,3,0,0,29.0,0,0,843,7.875,0,3,0,0
